beer.id,beer.name,beer.abv,beer.style,beer.brewerid
559,Brew Moon Fris Opdienen,,Lambic - Fruit,1567
560,Fuller's 1845,6.3,English Strong Ale,71
561,Young's Ram Rod,5,Extra Special / Strong Bitter (ESB),664
562,Will's Extra Bitter,5.75,Extra Special / Strong Bitter (ESB),14
563,BMF Stout,5.4,American Stout,14
564,Brew Moon Charles River Dunkel,,Dunkelweizen,1567
565,Brew Moon Bière Blache,,Witbier,1567
566,Brew Moon Black Hole Lager,,Schwarzbier,1567
567,Rolling Rock Extra Pale,4.6,American Adjunct Lager,174
569,Würzburger Oktoberfest,,Märzen / Oktoberfest,176
570,Brooklyn Oktoberfest Beer,5.5,Märzen / Oktoberfest,45
571,Samuel Smith's Oatmeal Stout,5,Oatmeal Stout,113
572,"Samuel Smith's, The Famous Taddy Porter",5,English Porter,113
573,Samuel Smith's India Ale,5,English India Pale Ale (IPA),113
574,Samuel Smith's Pure Brewed Lager Beer,5,Euro Pale Lager,113
575,Samuel Smith's Old Brewery Pale Ale,5,English Pale Ale,113
576,Samuel Smith's Nut Brown Ale,5,English Brown Ale,113
577,Samuel Smith's Winter Welcome Ale,6,Winter Warmer,113
578,Thomas Hardy's Ale (1968-1999),11.7,Old Ale,1533
580,Miller High Life,5,American Adjunct Lager,105
581,Snake River Lager,4.8,Vienna Lager,179
582,Spaten Oktoberfestbier Ur-Märzen,5.9,Märzen / Oktoberfest,142
583,Duinen Dubbel,8,Dubbel,180
587,Gale's Millennium Brew,10,Old Ale,181
588,Yuengling Premium Beer,4.4,American Pale Lager,23980
589,Bokrijks Kruikenbier,6.9,Belgian Strong Pale Ale,183
590,La Trappe Blond (Koningshoeven / Dominus),6.5,Belgian Pale Ale,184
591,Hoogstraten Poorter,6.5,Baltic Porter,183
592,Snake River Pale Ale,5.2,American Pale Ale (APA),179
593,Rare Vos (Amber Ale),6.5,Belgian Pale Ale,42
594,Aass Genuine Pilsner,5.5,German Pilsener,185
595,Würzburger Hofbräu Premium Pilsner,,German Pilsener,176
596,Aass Original Lager,5,Euro Pale Lager,185
597,Rebel Garnet,,Euro Dark Lager,168
598,Lindemans Pêche,4,Lambic - Fruit,187
599,Lindemans Framboise,2.5,Lambic - Fruit,187
600,Lindemans Kriek,4,Lambic - Fruit,187
601,Lindemans Cassis,4,Lambic - Fruit,187
602,Caledonian 80/-,4.1,Scottish Ale,188
603,Duinen Tripel,9,Tripel,180
604,Zambezi,5,American Adjunct Lager,189
605,Chapeau Framboise Lambic,3.5,Lambic - Fruit,190
607,Fat Tire Amber Ale,5.2,American Amber / Red Ale,192
608,Poleeko Gold Pale Ale,5.5,American Pale Ale (APA),193
609,Buzzards Bay Island Export Beer,4.3,American Pale Ale (APA),52
610,Dornbusch Oktoberfest,,Märzen / Oktoberfest,65
611,Hop Ottin' IPA,7,American IPA,193
612,Barbãr (Belgian Honey Ale),8,Belgian Strong Pale Ale,149
613,Julius Echter Hefe-Weissbier Hell,4.9,Hefeweizen,176
615,Barney Flats Oatmeal Stout,5.7,Oatmeal Stout,193
616,Julius Echter Hefe-Weissbier Dunkel,4.9,Dunkelweizen,176
617,Troubadour Blond Ale,6.5,Belgian Pale Ale,195
619,Boont ESB,6.8,Extra Special / Strong Bitter (ESB),193
620,Affligem Blond,6.7,Belgian Strong Pale Ale,196
621,McNeill's Kölsch,5.2,Kölsch,100
622,Smuttynose Robust Porter,5.7,American Porter,141
623,Boont Amber Ale,5.8,American Amber / Red Ale,193
624,Fischer Bitter,4.9,Euro Pale Lager,197
625,Wieckse Witte,5,Witbier,198
626,La Trappe Dubbel (Koningshoeven / Dominus),7,Dubbel,184
627,Sterkens Dubbel Ale,,Dubbel,183
628,Sterkens White Ale,4.7,Witbier,183
630,Blue Heron Pale Ale,6.1,American Pale Ale (APA),200
631,Red Tail Ale,6.1,American Amber / Red Ale,200
632,Snake River Zonker Stout,6,Foreign / Export Stout,179
633,De Dolle Arabier,8,Belgian Strong Pale Ale,201
634,De Dolle Bos Keun,10,Belgian Strong Pale Ale,201
635,Pauwel Kwak,8.4,Belgian Strong Pale Ale,202
637,Old Speckled Hen,5.2,English Pale Ale,203
638,Blackout Oatmeal Stout,3.7,Oatmeal Stout,14
639,Newcastle Brown Ale,4.7,English Brown Ale,342
640,Maccabee Premium Beer,4.9,Czech Pilsener,204
641,Eye of the Hawk,8,American Strong Ale,200
642,Stone 4th Anniversary IPA,8.5,American Double / Imperial IPA,147
643,Buffalo Bill's Pumpkin Ale,5.2,Pumpkin Ale,205
644,Hook & Ladder Backdraft Brown,4.5,English Brown Ale,206
645,Trappistes Rochefort 10,11.3,Quadrupel (Quad),207
646,Westmalle Trappist Tripel,9.5,Tripel,208
647,Dornbusch Winter Night Lager,,Schwarzbier,65
648,Anchor Small Beer,3.3,English Bitter,28
649,Ipswich Dark Ale,6.3,American Brown Ale,162
650,Guinness Extra Stout (Original),6,Irish Dry Stout,209
652,Traquair Jacobite,8,Scotch Ale / Wee Heavy,24
653,Natural Ice,5.9,American Adjunct Lager,29
654,Rockies Nut Brown Ale,,English Brown Ale,130
655,Rebel,4.4,Czech Pilsener,168
656,Tripel Karmeliet,8.4,Tripel,202
658,La Trappe Tripel (Koningshoeven / Dominus),8,Tripel,184
659,Brew Moon Orion's Irish Amber,,Irish Red Ale,1567
660,Brew Moon Nutcracker Festival Ale,,English Brown Ale,1567
661,Brew Moon Improper Hopper IPA,,American IPA,1567
662,Bitchin Bitter,,English Bitter,14
663,Aass Classic,5.5,Märzen / Oktoberfest,185
664,Aass Bock,6.5,Bock,185
665,Anchor Liberty Ale,6,American Pale Ale (APA),28
666,Hacker-Pschorr Dunkle Weisse,5.3,Dunkelweizen,76
667,Negra Modelo,5.4,Munich Dunkel Lager,75
668,Brigand,9,Belgian Strong Pale Ale,212
669,Haffenreffer Private Stock,6.9,American Malt Liquor,24964
670,Busch Beer,4.6,American Adjunct Lager,29
671,Steenbrugge Dubbel Bruin,6.5,Dubbel,214
672,Chimay Première (Red),7,Dubbel,215
673,Rodenbach Grand Cru,6,Flanders Red Ale,216
674,Westmalle Trappist Dubbel,7,Dubbel,208
675,Vondel,8.5,Flanders Oud Bruin,217
677,De Koninck,5,Belgian Pale Ale,218
678,Blanche de Bruges,5,Witbier,214
679,Gale's Conquest Ale Master Brew,9,Old Ale,181
680,Brooklyn Black Chocolate Stout,10,Russian Imperial Stout,45
681,Sudwerk Pilsner,5,German Pilsener,219
682,Catamount Porter,5.4,American Porter,10097
683,Young's Winter Warmer,5,Winter Warmer,664
685,Tocaloma Amber Ale,,American Amber / Red Ale,220
686,Winter Ale (Special Brew),5.3,Extra Special / Strong Bitter (ESB),139
687,Our Special Ale 2000 (Anchor Christmas Ale),,Winter Warmer,28
689,Red Stripe Jamaican Lager,4.7,American Adjunct Lager,221
691,Calico Copper Amber Ale,5,American Amber / Red Ale,199
692,Catamount  8 Lives,5.1,American Pale Ale (APA),10097
693,Shipyard IPA,5.8,English India Pale Ale (IPA),139
694,Don de Dieu,9,Belgian Strong Pale Ale,22
695,Duvel,8.5,Belgian Strong Pale Ale,222
696,Pale Ale,5,Kölsch,199
697,Jacobins Gueuze,5.5,Gueuze,223
698,St. Pauli Girl Special Dark,4.8,Munich Dunkel Lager,224
699,Bellegems Bruin,5.5,Flanders Oud Bruin,223
700,St. Pauli Girl,4.9,German Pilsener,224
701,Catamount Pale Ale,5.5,American Pale Ale (APA),10097
702,Juniper Pale Ale,5.3,Herbed / Spiced Beer,132
703,Murphy's Irish Stout,4,Irish Dry Stout,240
705,J.W. Lees Vintage Harvest Ale,11.5,English Barleywine,178
706,Tetley's English Ale,3.6,English Pale Ale,8535
708,Gritty McDuff's Christmas Ale,6.2,Extra Special / Strong Bitter (ESB),74
709,Big Eye IPA,7,American IPA,199
710,Fischer Tradition Amber,6,Euro Dark Lager,197
711,Steenbrugge Abbey Tripel,8.5,Tripel,214
712,Weihenstephaner Original,5.1,Munich Helles Lager,252
713,St. Sebastiaan Dark,6.9,Dubbel,183
714,Casco Bay RipTide Red Ale,5.4,Irish Red Ale,253
715,OPB Nut Brown Ale,,English Brown Ale,254
716,Cole Porter,,American Porter,255
717,Downtown Brown,5,English Brown Ale,256
718,Steel Reserve 211 (High Gravity),8.1,American Malt Liquor,257
719,Buzzards Bay West Porter,5.2,American Porter,52
722,St. Bernardus Tripel,8,Tripel,259
723,Gavroche,8.5,Bière de Garde,260
724,Young's Special London Ale,6.4,Extra Special / Strong Bitter (ESB),664
725,Young's Dirty Dick's Ale,5.2,English Bitter,152
726,He'Brew Genesis Ale,5.6,American Amber / Red Ale,262
727,Aecht Schlenkerla Rauchbier Märzen,5.4,Rauchbier,263
729,Lucifer,8.5,Belgian Strong Pale Ale,217
730,Sudwerk Hefe-Weizen,4.7,Hefeweizen,219
731,Weihenstephaner Hefeweissbier,5.4,Hefeweizen,252
732,K-9 Cruiser Winter Ale,7.4,Winter Warmer,68
733,Fuller's India Pale Ale,4.9,English India Pale Ale (IPA),71
734,Steelhead Scotch Porter,6.5,English Porter,266
735,Jamaica Red Ale,6.5,American Amber / Red Ale,266
736,Odell Easy Street Wheat,4.6,American Pale Wheat Ale,267
737,Odell Levity Amber Ale,5,American Amber / Red Ale,267
738,Odell Cutthroat Porter,5.1,American Porter,267
739,Straffe Hendrik Bruin,8.5,Belgian Strong Dark Ale,268
740,Odell 90 Shilling Ale,5.3,Scottish Ale,267
741,Odell Isolation Ale,6,Winter Warmer,267
742,Odell Curmudgeon's Nip,,Old Ale,267
743,Ceres Royal Stout (Ceres Extra Strong Stout),7.7,Foreign / Export Stout,269
744,Tennent's Stout,,Milk / Sweet Stout,53
745,Guinness Bitter Draft,4.4,English Bitter,209
746,Foxy's Premium Lager,,American Adjunct Lager,270
747,Dragon Stout,7.5,Foreign / Export Stout,221
748,Blackbeard Ale,5.2,English Pale Ale,270
750,Carib Lager,5.2,American Adjunct Lager,272
751,Sweetwater 420 Extra Pale Ale,5.4,American Pale Ale (APA),273
752,Guinness Foreign Extra Stout,7.5,Foreign / Export Stout,209
754,Guinness Draught,4.2,Irish Dry Stout,209
755,"Carnegie Porter 5,5%",5.5,Baltic Porter,10897
756,Rollstone Red Ale,,American Amber / Red Ale,228
757,Patriot Pilsner,5.5,Czech Pilsener,9343
758,Boston Victory Bock,6.5,Bock,9343
759,Schneider Wiesen Edel-Weisse Mein Grunes,6.2,Hefeweizen,72
760,Weihenstephaner Kristallweissbier,5.4,Kristalweizen,252
761,Concord North Woods Ale,6.4,American Amber / Red Ale,59
762,Concord Porter,,American Porter,59
763,Schneider Weisse Weizenhell (Hefeweizen),4.9,Hefeweizen,72
764,Ziggy Socky Premium Lager Beer,,American Adjunct Lager,122
766,Brugse Tripel,9,Tripel,214
767,Tsingtao,4.8,American Adjunct Lager,281
768,Captain Swain's Extra Stout,8,Foreign / Export Stout,261
769,Mocha Java Stout,,American Stout,228
770,Z Street Gold Ale,,Kölsch,228
771,Entire Butt English Porter,4.8,English Porter,282
772,Hacker-Pschorr Hefe Weisse Natürtrub,5.5,Hefeweizen,76
773,Goudenband,8,Flanders Oud Bruin,283
774,Sapporo Reserve,5.2,Euro Pale Lager,284
775,Buzzards Bay Olde Buzzard Lager,5,Dortmunder / Export Lager,52
776,Samichlaus Bier,14,Doppelbock,285
778,Samuel Smith's Organically Produced Lager Beer,5,Euro Pale Lager,113
779,Weihenstephaner Korbinian,7.4,Doppelbock,252
780,Pride Of Romsey I.P.A.,5,English India Pale Ale (IPA),286
781,Samuel Smith's Organically Produced Ale,5,English Pale Ale,113
782,Samuel Smith's Imperial Stout,7,Russian Imperial Stout,113
783,Springfest,4.9,Altbier,8
784,Dornbusch Bock,,Bock,65
785,Artevelde,7.3,Belgian Dark Ale,180
786,ESB Cellar Reserve,,Extra Special / Strong Bitter (ESB),9343
787,Brew Moon Milk Chocolate Stout,,American Stout,1567
788,Brooklyn Pilsner,5.1,German Pilsener,45
789,Brew Moon 90 Schilling Scotch Ale,8,Scotch Ale / Wee Heavy,1567
790,Imperial Stout,,Russian Imperial Stout,1548
791,Presidential Weizenbock,,Weizenbock,1548
793,Raftman,5.5,Belgian Pale Ale,22
794,Bell's Amber Ale,5.8,American Amber / Red Ale,287
795,Holidale,9.5,American Barleywine,33
797,Riley's Stout,5.5,Irish Dry Stout,123
798,St. Ides High Gravity Malt Liquor,8.2,American Malt Liquor,289
799,Radeberger Pilsner,4.8,German Pilsener,2974
800,Yebisu (Premium),5,Dortmunder / Export Lager,284
802,Hefe Weiss,4.2,Hefeweizen,144
803,Smooth Oatmeal Stout,,Oatmeal Stout,1549
804,Blue,8.7,Belgian Strong Dark Ale,1549
806,St. Sebastiaan Golden,7.7,Tripel,183
807,Kirin Lager,4.9,Japanese Rice Lager,292
808,Weihenstephaner Hefeweissbier Dunkel,5.3,Dunkelweizen,252
809,Magnum,6,American Malt Liquor,105
810,Mickey's,5.6,American Malt Liquor,105
811,Bass Pale Ale,5,English Pale Ale,293
812,Old Devil,4.7,English Pale Ale,160
813,De Dolle Oerbier,9.5,Belgian Strong Dark Ale,201
814,Sapporo Draft Beer,5,Japanese Rice Lager,284
815,Monkman's Slaughter Ale,6,Extra Special / Strong Bitter (ESB),294
816,Odell Cutthroat Pale Ale,,American Pale Ale (APA),267
817,De Dolle Stille Nacht,12,Belgian Strong Pale Ale,201
818,St. Georgenbräu  Keller Bier,4.9,Keller Bier / Zwickel Bier,295
820,Saranac Scotch Ale,5.4,Scotch Ale / Wee Heavy,99
821,St. Peter's English Ale,4.5,English Pale Ale,296
822,Honey Almond Ale,,American Pale Ale (APA),228
823,Frank Jones Ale,4.9,English India Pale Ale (IPA),115
824,Steelhead Extra Pale Ale,5.6,American Pale Ale (APA),266
825,Caffrey's Irish Ale,3.8,Irish Red Ale,297
826,St. Pauli N. A.,0.5,Low Alcohol Beer,224
827,Sapporo Original Draft Beer,5,Japanese Rice Lager,284
828,Bluebird Bitter,4.2,English Bitter,298
829,Jamaica Sunset India Pale Ale,7,American IPA,266
830,He'Brew Messiah Stout,,American Stout,262
831,Sagres Cerveja,5.1,American Adjunct Lager,301
832,Dundee Original Honey Brown Lager,4.5,American Amber / Red Lager,302
833,Samuel Adams Pale Ale,5.25,English Pale Ale,35
834,Crystal Lager Beer,,Czech Pilsener,303
836,Brooklyn Ale / Pennant Ale '55,5,English Pale Ale,45
837,Coors Light,4.2,Light Lager,306
838,St. Peter's Old-Style Porter,5.1,English Porter,296
839,Kinsale Irish Lager,4.3,Euro Pale Lager,307
840,Samuel Adams I.P.A.,5.93,English India Pale Ale (IPA),35
841,St. Peter's Wheat Beer,4.7,American Pale Wheat Ale,296
842,Clausthaler Golden Amber,0.3,Low Alcohol Beer,290
843,McNeill's Alle Tage Altbier,,Altbier,100
844,12 Horse Ale,5.1,American Blonde Ale,302
846,Samuel Adams Scotch Ale,5.4,Scotch Ale / Wee Heavy,35
848,Tecate,4.5,American Adjunct Lager,57
850,Killarney's Red Lager,5,American Amber / Red Lager,29
851,Michael Shea's Irish Amber,4.62,Euro Dark Lager,302
855,Genny Light,3.6,Light Lager,302
856,Shakemantle Ginger Ale,5,Herbed / Spiced Beer,18
857,Trappist Westvleteren 8,8,Dubbel,313
858,Tremont Bitter,,English Bitter,154
859,Himalayan Blue,4.5,American Adjunct Lager,314
862,Harp Lager,5,Euro Pale Lager,209
865,Genesee Beer,4.5,American Adjunct Lager,302
867,Birra Moretti,4.6,Euro Pale Lager,10161
868,Gösser,5.2,Euro Pale Lager,319
869,Hacker-Pschorr Münchner Hell,4.9,Munich Helles Lager,76
870,Hamm's,4.7,American Adjunct Lager,320
871,Moretti La Rossa Birra Doppio Malto,7.2,Doppelbock,10161
872,Chouffe-Bok,6.5,Belgian Dark Ale,321
873,Hacker-Pschorr Kristall Weisse,5.5,Kristalweizen,76
874,Vuuve,5,Witbier,322
875,Old Engine Oil,6,English Porter,323
876,Ballantine XXX Ale,4.85,American Pale Ale (APA),447
878,Hen's Tooth,6.5,English Pale Ale,203
900,Pollenator,4.6,American Pale Ale (APA),94
901,Moor Porter,7,American Porter,261
902,Saranac Caramel Porter,5.4,American Porter,99
903,Saranac Adirondack Lager,5.5,German Pilsener,99
904,Franziskaner Club-Weisse Kristalklar,5,Kristalweizen,142
906,Saranac Black & Tan,5.4,Black & Tan,99
907,Casco Bay Winter Ale (Old Port Ale),7.2,Winter Warmer,253
908,Columbus Nut Brown Ale,,English Brown Ale,341
909,Killian's Irish Red,4.9,American Amber / Red Lager,306
910,Abbot Ale,5,English Pale Ale,203
911,McEwan's India Pale Ale,4.7,English India Pale Ale (IPA),342
912,Berkshire Ale Traditional Pale Ale,6.3,American Pale Ale (APA),33
913,Murphy's Irish Red Beer,5,Irish Red Ale,240
914,Saranac Pale Ale,5.5,English Pale Ale,99
915,Centennial Pale Ale,4.5,American Pale Ale (APA),350
916,Lagunitas IPA,6.2,American IPA,220
917,Foster's Special Bitter,5,English Bitter,575
918,Foster's Lager,5,American Adjunct Lager,575
920,Carolina Blonde,5,American Blonde Ale,354
921,Yuengling Porter (Dark Brewed),4.7,American Porter,23980
922,San Miguel Premium Lager,5,American Adjunct Lager,355
923,Berkshire Maibock Lager,6.5,Maibock / Helles Bock,33
924,Franziskaner Hefe-Weisse Dunkel,5,Dunkelweizen,142
925,Summer Of Lager,6.25,Munich Helles Lager,261
926,Theakston Old Peculier,5.7,Old Ale,359
927,Beamish Irish Stout,4.1,Irish Dry Stout,358
930,Ipswich 1722 Commemorative Porter,5.9,American Porter,162
931,Hopfest,,American Pale Ale (APA),115
932,Tucher Bajuvator Doppelbock,7.2,Doppelbock,129
933,Blue Paddle Pilsner,4.8,German Pilsener,192
934,Gold Stock Ale,6.5,American Strong Ale,357
935,Warsteiner Premium Verum,4.8,German Pilsener,360
936,High Desert Hefeweizen,,Hefeweizen,361
937,Metolius Golden Ale,,American Blonde Ale,361
939,Outback Old Ale,,Old Ale,361
940,Pinnacle Porter,5.4,American Porter,361
942,Full Sail IPA,6,American IPA,5316
943,Oktoberfest,,Märzen / Oktoberfest,5316
944,Ruth,5.6,American Pale Ale (APA),173
945,Adam,10,Old Ale,173
946,Prime Time Pale Ale,,American Pale Ale (APA),363
947,Atlas Amber Ale,,American Amber / Red Ale,363
948,Coal Creek Porter,4.5,American Porter,363
949,Bhagwan's Best IPA,5,American IPA,363
950,Flagship Red Alt Ale,5.2,Altbier,364
951,Clipper Gold Hefeweizen,5.2,Hefeweizen,364
952,Salmon Bay ESB (Jane's Bitter),5.5,English Bitter,364
953,Islander Pale Ale,5,American Pale Ale (APA),364
954,Islander Pale Ale Dry-Hopped,,American Pale Ale (APA),364
955,Nightwatch Dark Amber Ale,5.5,American Amber / Red Ale,364
956,Bosun's Black Porter,5.2,American Porter,364
957,Imperial Pale Ale,7.5,American Double / Imperial IPA,364
958,Portage Bay Pilsener,,German Pilsener,364
959,Pike Pale Ale,5.3,American Pale Ale (APA),365
960,Pike India Pale Ale,6.5,American IPA,365
961,Naughty Nellie's Ale,4.7,American Pale Ale (APA),365
962,Pike Kilt Lifter Scotch Style Ale,6.5,Scotch Ale / Wee Heavy,365
963,Pike Old Bawdy Barley Wine,10,American Barleywine,365
964,Pike Old 89 Nitro Porter,,American Porter,365
965,Pike Weisse,3.8,Hefeweizen,365
966,Pike Street XXXXX Stout,7,American Stout,365
967,Pike Bootleg Brown,4.9,English Brown Ale,365
969,Half Ton Hefeweizen,,Hefeweizen,366
970,Weizen Berry,5.2,Fruit / Vegetable Beer,366
971,Happy Cow Winterbräu,6.1,Winter Warmer,366
972,Bad Goat Bock,,Bock,366
973,Big Fat Tuba Oktoberfest,,Märzen / Oktoberfest,366
974,Viking Fest Summer Ale,,American Pale Wheat Ale,366
975,Mason Jar Märzen,,Märzen / Oktoberfest,366
976,Singha,5,Euro Pale Lager,367
977,Wisconsin Amber,5.2,American Amber / Red Lager,368
978,Brown Ale,,English Brown Ale,368
979,Capitol 1900,,American Pale Lager,368
981,Bavarian Lager,,Munich Helles Lager,368
982,Capital Pilsner,4.7,German Pilsener,368
983,Kloster Weizen,,Hefeweizen,368
984,Maibock,6.2,Maibock / Helles Bock,368
985,Fest (Summer Fest),5.6,Märzen / Oktoberfest,368
986,Oktoberfest,5.5,Märzen / Oktoberfest,368
987,Winter Skål,5.4,American Amber / Red Lager,368
989,Dark Doppelbock,,Doppelbock,368
990,Weizen Doppelbock,8,Weizenbock,368
991,Autumnal Fire,7.8,Doppelbock,368
992,Wild Rice,5.4,Herbed / Spiced Beer,368
993,Pub Brown Ale,4.8,English Brown Ale,144
994,Pale Lager,,American Pale Lager,144
995,Mai Bock,6,Maibock / Helles Bock,144
996,India Pale Ale,7.5,American IPA,144
997,Oktoberfest,6,Märzen / Oktoberfest,144
998,Dopple Bock,7.85,Doppelbock,144
999,Brewmaster's Premium Reserve Russian Imperial Stout,7.9,Russian Imperial Stout,144
1000,Winter Brew,5.75,Bock,144
1001,Carrabassett Pale Ale,,American Pale Ale (APA),253
1002,Victory Lager,4.8,Munich Helles Lager,345
1003,Golden Monkey,9.5,Tripel,345
1004,Hallertauer Pils,,German Pilsener,345
1005,HopDevil Ale,6.7,American IPA,345
1006,Mad King's Weiss,6.2,Hefeweizen,345
1008,Moonglow Weizenbock,8.7,Weizenbock,345
1009,Old Horizontal,11,American Barleywine,345
1010,Prima Pils,5.3,German Pilsener,345
1011,St. Boisterous,7.4,Maibock / Helles Bock,345
1012,St. Victorious,7.6,Doppelbock,345
1013,Storm King Stout,9.1,Russian Imperial Stout,345
1014,Sunrise Weiss,5.7,Hefeweizen,345
1015,Whirlwind Witbier,5,Witbier,345
1016,Victory Dark Lager,5,Munich Dunkel Lager,345
1017,Festbier,5.6,Märzen / Oktoberfest,345
1018,Aecht Schlenkerla Rauchbier Weizen,5.2,Rauchbier,263
1020,Shipfitters Bitter,,English Bitter,237
1027,Belgian Style Dubbel,7,Dubbel,339
1028,Pine Mountain Pils,5.1,German Pilsener,63
1031,Old Montgomery Blonde,,American Blonde Ale,371
1032,Goat Hill Pale Ale,,English Pale Ale,371
1033,Riverboat Red,,American Amber / Red Ale,371
1034,Wipe Out Stout,,American Stout,371
1036,Plainsman IPA,,American IPA,372
1037,Auburn Amber,,American Amber / Red Ale,372
1038,Striper Stout,,American Stout,372
1045,Blonde,4.76,American Blonde Ale,377
1046,Amber Ale,5.67,American Amber / Red Ale,377
1047,India Pale Ale,6.35,American IPA,377
1048,Oatmeal Stout,5.61,Oatmeal Stout,377
1049,Bohemian Pilsner,6,Czech Pilsener,377
